"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","genename"
"ENSG00000163923",82.9433789705163,-2.45316239003485,0.242596439834275,-10.1121120809138,4.88202650252674e-24,4.01066368975692e-23,"RPL39L","116832","ribosomal protein L39 like"
"ENSG00000114315",123.781913522491,2.76971002038931,0.204734711836746,13.5282873897703,1.06475359995791e-41,1.51616797644248e-40,"HES1","3280","hes family bHLH transcription factor 1"
"ENSG00000185112",747.773002441521,2.65534841444062,0.0952230064718677,27.8855763205198,3.99157031973426e-171,4.86179862580525e-169,"FAM43A","131583","family with sequence similarity 43 member A"
"ENSG00000174004",28.3483561931734,2.00237212075462,0.384007078036714,5.21441461702219,1.84398612345997e-07,6.2908952517484e-07,"NRROS","375387","negative regulator of reactive oxygen species"
"ENSG00000013810",552.986640142839,-2.544958949571,0.103319860005945,-24.6318466694068,5.76032733198695e-134,4.28766182923352e-132,"TACC3","10460","transforming acidic coiled-coil containing protein 3"
"ENSG00000185818",14.1384375688828,2.23453109657186,0.562208518375939,3.97455930235064,7.05096926225557e-05,0.000186264895119417,"NAT8L","339983","N-acetyltransferase 8 like"
"ENSG00000168824",98.7057455599554,3.01075542251617,0.247873958458449,12.1463159794612,6.00092130543624e-34,6.79274794159134e-33,"NSG1","27065","neuronal vesicle trafficking associated 1"
"ENSG00000170891",35.5822887576156,-2.62187632615604,0.356618494235777,-7.3520481089312,1.95192521915938e-13,9.91298203996242e-13,"CYTL1","54360","cytokine like 1"
"ENSG00000109805",341.700815482402,-2.99419452373215,0.130956217985157,-22.8640882410907,1.05839909196986e-115,5.73481096229847e-114,"NCAPG","64151","non-SMC condensin I complex subunit G"
"ENSG00000145147",601.510428483162,-2.68630819028892,0.0934361677058089,-28.7501965913989,9.00646604836958e-182,1.26416472972258e-179,"SLIT2","9353","slit guidance ligand 2"
"ENSG00000121895",97.3293035011483,2.230026283287,0.22194855542673,10.0474917667269,9.42354042981267e-24,7.66045994785324e-23,"TMEM156","80008","transmembrane protein 156"
"ENSG00000182308",2.50576531263447,3.63918208097863,1.52769922229893,2.38213257417405,0.0172126994246028,0.0324773734630388,"DCAF4L1","285429","DDB1 and CUL4 associated factor 4 like 1"
"ENSG00000183783",9.4117335376046,3.30256006709393,0.804410517925859,4.105565496097,4.03326982393839e-05,0.000109429916541244,"KCTD8","386617","potassium channel tetramerization domain containing 8"
"ENSG00000151834",575.342157756052,3.89205191840207,0.222009642223483,17.5310039664142,8.3089342001791e-69,2.12599083753888e-67,"GABRA2","2555","gamma-aminobutyric acid type A receptor subunit alpha2"
"ENSG00000109158",32.3023324609356,2.20689363923889,0.359698252556198,6.13540272591147,8.49437292792509e-10,3.45161478389192e-09,"GABRA4","2557","gamma-aminobutyric acid type A receptor subunit alpha4"
"ENSG00000226887",11.9943138057467,3.40217383830248,0.723670974564028,4.70127165228936,2.58546282334575e-06,7.95004195503228e-06,"ERVMER34-1","100288413","endogenous retrovirus group MER34 member 1, envelope"
"ENSG00000128045",91.2973239768626,3.29009902599294,0.261911559041116,12.5618702665828,3.42148245154215e-36,4.1231241513351e-35,"RASL11B","65997","RAS like family 11 member B"
"ENSG00000128052",158.249549565563,8.82208547360949,1.03474164868905,8.52588226712098,1.5164944857549e-17,9.38291172588399e-17,"KDR","3791","kinase insert domain receptor"
"ENSG00000171476",11.8032425178761,-3.08512997569094,0.66393100258347,-4.64676293724223,3.37184274275391e-06,1.0275892957549e-05,"HOPX","84525","HOP homeobox"
"ENSG00000150471",361.934827073374,4.01054310963882,0.163786564842337,24.4863985852528,2.06226388929879e-132,1.51212165176545e-130,"ADGRL3","23284","adhesion G protein-coupled receptor L3"
"ENSG00000145242",27.7228881038375,3.21304016955673,0.820054620676363,3.91808068456061,8.92568322013297e-05,0.00023294974198392,"EPHA5","2044","EPH receptor A5"
"ENSG00000081051",5.77137993126952,-4.13630031841696,1.20806013345264,-3.42391922709626,0.000617249643663537,0.00145575696084385,"AFP","174","alpha fetoprotein"
"ENSG00000169429",474.860270115843,3.62731884629865,0.290195682161103,12.4995617415318,7.50639571112553e-36,9.00156712697868e-35,"CXCL8","3576","C-X-C motif chemokine ligand 8"
"ENSG00000124875",15.6239336094411,4.42713939965895,0.811894297499372,5.45285194549894,4.95683376862789e-08,1.77057237232278e-07,"CXCL6","6372","C-X-C motif chemokine ligand 6"
"ENSG00000163739",89.969932192717,5.35622764368183,0.822396353471018,6.51295159697056,7.36882611260208e-11,3.21878361729488e-10,"CXCL1","2919","C-X-C motif chemokine ligand 1"
"ENSG00000163735",26.7226430125157,2.59935693121028,0.447158249378115,5.81305820663116,6.13417199965975e-09,2.34880298599599e-08,"CXCL5","6374","C-X-C motif chemokine ligand 5"
"ENSG00000163734",33.6805951969964,5.21854549718157,0.69855097926461,7.47052921273595,7.98729359552752e-14,4.14933849174778e-13,"CXCL3","2921","C-X-C motif chemokine ligand 3"
"ENSG00000081041",10.029168068751,3.40156313020198,0.803987269292632,4.2308669056349,2.32792390063737e-05,6.47460699143112e-05,"CXCL2","2920","C-X-C motif chemokine ligand 2"
"ENSG00000124882",475.977843695234,3.83127009054049,0.208831238988934,18.3462498670685,3.53698289659308e-75,1.0082795731139e-73,"EREG","2069","epiregulin"
"ENSG00000109321",3907.19054249844,7.47916568575078,0.288067503948615,25.9632398074477,1.28882642604908e-148,1.15119538588553e-146,"AREG","374","amphiregulin"
"ENSG00000169116",30.6343106330526,2.09558472590487,0.366974548800727,5.71043613992642,1.12687015737525e-08,4.23884950980001e-08,"PARM1","25849","prostate androgen-regulated mucin-like protein 1"
"ENSG00000138772",26.1026152491626,-2.04562129455664,0.394201679000673,-5.18927595575549,2.11113340286741e-07,7.17405674232417e-07,"ANXA3","306","annexin A3"
"ENSG00000138675",1899.0947019017,-2.09456336867563,0.139261799152052,-15.0404732771598,3.98689473879544e-51,7.04542621826945e-50,"FGF5","2250","fibroblast growth factor 5"
"ENSG00000118777",191.950750642772,2.67194143273507,0.174051784780074,15.3514164540815,3.46536532917158e-53,6.39205935185617e-52,"ABCG2","9429","ATP binding cassette subfamily G member 2 (JR blood group)"
"ENSG00000185477",2.45456827670127,4.66078902512505,1.51157079023798,3.08340770754855,0.00204644575759844,0.0045029139408011,"GPRIN3","285513","GPRIN family member 3"
"ENSG00000145335",49.9113385245775,2.08308396687826,0.288728971467028,7.21466902435922,5.40653141337481e-13,2.67926899698446e-12,"SNCA","6622","synuclein alpha"
"ENSG00000138778",450.871623803202,-2.60090358369557,0.10788618305188,-24.1078469005143,2.06826233416592e-128,1.41776978050871e-126,"CENPE","1062","centromere protein E"
"ENSG00000155011",7.97124197947323,-4.60136834200022,1.14804915968361,-4.00798894645618,6.12379857419383e-05,0.000162793187926531,"DKK2","27123","dickkopf WNT signaling pathway inhibitor 2"
"ENSG00000138795",161.116339780714,3.74650853798352,0.224859086938379,16.6615838790194,2.49333136003191e-62,5.59310769926184e-61,"LEF1","51176","lymphoid enhancer binding factor 1"
"ENSG00000145386",450.26224000273,-3.10889812508228,0.120040919854999,-25.8986529663186,6.89649522068059e-148,6.08626027319704e-146,"CCNA2","890","cyclin A2"
"ENSG00000164056",77.735522007974,2.05081062052541,0.245448434079745,8.35536241334958,6.52321262851763e-17,3.90968311179719e-16,"SPRY1","10252","sprouty RTK signaling antagonist 1"
"ENSG00000142731",110.320153551081,-2.41840246676391,0.208714147144001,-11.587151613136,4.78791070585767e-31,4.90029360992572e-30,"PLK4","10733","polo like kinase 4"
"ENSG00000137463",78.264285950296,-2.170785000807,0.22862246001696,-9.49506448599129,2.20075122906928e-21,1.63152271700317e-20,"MGARP","84709","mitochondria localized glutamic acid rich protein"
"ENSG00000137473",2.78393830919451,4.83837961989824,1.47378394015132,3.28296400040935,0.00102721782572338,0.00235650637876732,"TTC29","83894","tetratricopeptide repeat domain 29"
"ENSG00000151617",710.546799779895,2.15452232894923,0.0832907837670182,25.8674757458866,1.54742340040455e-147,1.35749559971204e-145,"EDNRA","1909","endothelin receptor type A"
"ENSG00000181541",113.019258575418,-2.89489496205222,0.227270657454301,-12.7376538374045,3.65213074328186e-37,4.54603909581824e-36,"MAB21L2","10586","mab-21 like 2"
"ENSG00000121211",15.4715839935867,-2.45251008866055,0.53595099361347,-4.57599690621959,4.73957547833496e-06,1.42177617341137e-05,"MND1","84057","meiotic nuclear divisions 1"
"ENSG00000196104",3.0537154881243,3.92329504490708,1.45671973581185,2.69323943958277,0.00707614308202148,0.0143017274743325,"SPOCK3","50859","SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3"
"ENSG00000109511",12.898715568313,3.21938954281114,0.687544764045224,4.68244354574036,2.83475272515061e-06,8.6930057559862e-06,"ANXA10","11199","annexin A10"
"ENSG00000150628",3.73796238289649,-2.88568707130382,1.15556327332132,-2.49721251784835,0.0125173914559183,0.0242610882795007,"SPATA4","132851","spermatogenesis associated 4"
"ENSG00000164122",3.35833022129466,-2.68750833170719,1.16361030525467,-2.30962919421635,0.020908691888502,0.0387609538846938,"ASB5","140458","ankyrin repeat and SOCS box containing 5"
"ENSG00000109674",36.0477220192735,-3.16666886587852,0.404205333960677,-7.83430746657733,4.71433861575814e-15,2.5935021470341e-14,"NEIL3","55247","nei like DNA glycosylase 3"
"ENSG00000151725",132.714236498326,-3.03907518288448,0.211017229569103,-14.4020238967703,5.02501635544902e-47,8.01500985352896e-46,"CENPU","79682","centromere protein U"
"ENSG00000164342",3.51765533707121,-4.32310170422226,1.41632030059071,-3.05234748271221,0.00227059085731225,0.00496498042360059,"TLR3","7098","toll like receptor 3"
"ENSG00000066230",63.7062225791386,2.60456293731998,0.279869034611456,9.30636338863252,1.32284119573326e-20,9.42292583021592e-20,"SLC9A3","6550","solute carrier family 9 member A3"
"ENSG00000071539",271.294566270165,-2.53724646457275,0.144068353176298,-17.6114074231688,2.0137506308018e-69,5.20678189416789e-68,"TRIP13","9319","thyroid hormone receptor interactor 13"
"ENSG00000145506",3.93151698607067,4.30247089765747,1.38614679942764,3.10390710380316,0.00190983286164913,0.00421742833607805,"NKD2","85409","NKD inhibitor of WNT signaling pathway 2"
"ENSG00000145569",67.8008797181229,3.86511204493091,0.344613683561979,11.2157822782326,3.41156445371693e-29,3.31441245345288e-28,"OTULINL","54491","OTU deubiquitinase with linear linkage specificity like"
"ENSG00000113387",1168.42585268541,-2.03750868098461,0.0744625121996938,-27.3628785921218,7.58875919593328e-165,8.40925812253118e-163,"SUB1","10923","SUB1 regulator of transcription"
"ENSG00000113494",11.8692921457661,-2.31703808707628,0.612805867119114,-3.78103117381856,0.000156180113887414,0.000396380664451989,"PRLR","5618","prolactin receptor"
"ENSG00000168621",298.434562927483,3.53230156284131,0.162968329260345,21.6747731223187,3.54982013841308e-104,1.6608650539661e-102,"GDNF","2668","glial cell derived neurotrophic factor"
"ENSG00000112964",26.8572917152289,-2.67979335523664,0.418560087645959,-6.4024101540789,1.52943132657124e-10,6.53734306583728e-10,"GHR","2690","growth hormone receptor"
"ENSG00000177453",7.74492240681012,-2.01131032550629,0.724710792780919,-2.77532823512719,0.00551460203069703,0.0113686116559537,"NIM1K","167359","NIM1 serine/threonine protein kinase"
"ENSG00000164283",39.798169344581,-2.34616362508872,0.324225163239889,-7.23621695997984,4.6137305207971e-13,2.29487547807991e-12,"ESM1","11082","endothelial cell specific molecule 1"
"ENSG00000035499",53.6399081364249,-2.32435911203708,0.280737385156268,-8.27947838419617,1.23715987630143e-16,7.34028271212982e-16,"DEPDC1B","55789","DEP domain containing 1B"
"ENSG00000134057",780.375869741297,-2.66975909691587,0.0850915115396731,-31.3751518642506,4.41709377963485e-216,9.04154557281366e-214,"CCNB1","891","cyclin B1"
"ENSG00000153044",66.1878385608816,-2.51010821693039,0.264926951499731,-9.47471822976436,2.67481625223262e-21,1.97799507904688e-20,"CENPH","64946","centromere protein H"
"ENSG00000205572",2.68178740059858,3.70725801297734,1.47327264185349,2.51634212681321,0.0118580011949166,0.0231198864414182,"SERF1A","8293","small EDRK-rich factor 1A"
"ENSG00000145703",61.8223319848083,2.55412278839017,0.278399611473157,9.17430442835384,4.54499140334317e-20,3.15367623834612e-19,"IQGAP2","10788","IQ motif containing GTPase activating protein 2"
"ENSG00000164251",2348.7701339719,3.34450833214979,0.0690717570320964,48.4207797203661,0,0,"F2RL1","2150","F2R like trypsin receptor 1"
"ENSG00000175471",88.2467406077237,3.92621260247591,0.318529597272178,12.3260526999663,6.55814131057888e-35,7.68925112452757e-34,"MCTP1","79772","multiple C2 and transmembrane domain containing 1"
"ENSG00000172795",852.701537725169,2.13206737940807,0.0770835742314843,27.6591660501549,2.16519603485136e-168,2.5325919969555e-166,"DCP2","167227","decapping mRNA 2"
"ENSG00000184838",1048.67798618006,2.27794331497317,0.0824087393200425,27.6420114391818,3.48150541947277e-168,4.0401910922984e-166,"PRR16","51334","proline rich 16"
"ENSG00000113368",458.103921938047,-2.36416749938422,0.108156831609042,-21.85869782068,6.42510073978092e-106,3.06450274119389e-104,"LMNB1","4001","lamin B1"
"ENSG00000113396",5.73413891357101,3.38606678916483,1.05078175061586,3.22242633846681,0.00127109844500142,0.00287960023344639,"SLC27A6","28965","solute carrier family 27 member 6"
"ENSG00000112984",587.875352632019,-3.36365680003982,0.112773758929552,-29.8265911499947,1.76651861159553e-195,3.06293544678764e-193,"KIF20A","10112","kinesin family member 20A"
"ENSG00000158402",53.7934307925121,-2.88735130507106,0.312580152328622,-9.23715496189127,2.531383089401e-20,1.78078873372754e-19,"CDC25C","995","cell division cycle 25C"
"ENSG00000204967",3.89445981286963,3.32792122883211,1.26619561594188,2.62828364506426,0.00858169259068881,0.0171122967665501,"PCDHA4","56144","protocadherin alpha 4"
"ENSG00000112852",50.949124547636,2.45351155594533,0.303736915674494,8.0777522564122,6.59714612150702e-16,3.79355206940189e-15,"PCDHB2","56133","protocadherin beta 2"
"ENSG00000113205",9.77531824626817,2.41233704854221,0.671663034346149,3.59158822978932,0.000328668867097866,0.000803385827708698,"PCDHB3","56132","protocadherin beta 3"
"ENSG00000177839",22.155099279807,2.12113753312245,0.433829654283427,4.88933274196301,1.01178347923871e-06,3.24731378854968e-06,"PCDHB9","56127","protocadherin beta 9"
"ENSG00000197479",12.085736057502,3.19560778730461,0.694799164637318,4.5993258914937,4.2386026930264e-06,1.27695270829565e-05,"PCDHB11","56125","protocadherin beta 11"
"ENSG00000156463",29.2657464617272,-3.24386842484876,0.438691479591496,-7.3944185737763,1.42028355911718e-13,7.25802326430966e-13,"SH3RF2","153769","SH3 domain containing ring finger 2"
"ENSG00000169247",59.25969157849,-2.52839808980614,0.27340494996866,-9.24781387497177,2.291309029174e-20,1.61575657760605e-19,"SH3TC2","79628","SH3 domain and tetratricopeptide repeats 2"
"ENSG00000172548",6.75498692786927,-2.65598442787001,0.816686084406236,-3.25214850428242,0.00114536162409088,0.00260861375611982,"NIPAL4","348938","NIPA like domain containing 4"
"ENSG00000164330",138.175426165247,2.74368955622585,0.195029612020197,14.0680665249014,5.96788155300235e-45,9.15240773445876e-44,"EBF1","1879","EBF transcription factor 1"
"ENSG00000170214",17.0391279710509,-2.42222128987565,0.533520182148279,-4.54007434193455,5.6234397054328e-06,1.67329405165897e-05,"ADRA1B","147","adrenoceptor alpha 1B"
"ENSG00000145861",18.9983305696761,-3.34282259706826,0.550373097510701,-6.07373909115038,1.24965708955846e-09,5.01427884179487e-09,"C1QTNF2","114898","C1q and TNF related 2"
"ENSG00000164611",280.216894109733,-2.76607222902358,0.135056743230394,-20.4808154177457,3.19268942500717e-93,1.25143236025946e-91,"PTTG1","9232","PTTG1 regulator of sister chromatid separation, securin"
"ENSG00000072571",206.177187110627,-3.25943932136839,0.171144583040398,-19.0449458782988,7.23607833874707e-81,2.25943479992488e-79,"HMMR","3161","hyaluronan mediated motility receptor"
"ENSG00000214357",96.7254694204387,-2.33147380791352,0.209480483889183,-11.1297900626718,8.98468601580961e-29,8.59846120136377e-28,"NEURL1B","54492","neuralized E3 ubiquitin protein ligase 1B"
"ENSG00000164379",17.6911305914125,3.76917117956632,0.662801914572373,5.68672343380016,1.29499921608925e-08,4.85237407355625e-08,"FOXQ1","94234","forkhead box Q1"
"ENSG00000197977",138.440519118398,-3.04177882976071,0.205165767563921,-14.8259569121979,9.95510852769642e-50,1.70404633543774e-48,"ELOVL2","54898","ELOVL fatty acid elongase 2"
"ENSG00000112186",594.764952135933,-2.53736074346245,0.102393456094884,-24.7804971160576,1.45498953951269e-135,1.11685603298635e-133,"CAP2","10486","cyclase associated actin cytoskeleton regulatory protein 2"
"ENSG00000124766",2576.65254960143,2.39228794578303,0.0617086149207607,38.7674873087808,0,0,"SOX4","6659","SRY-box transcription factor 4"
"ENSG00000275713",3.93648678658218,-2.84681631582829,1.13604388242353,-2.50590347773817,0.0122138956905702,0.0237247565758961,"H2BC9","8345","H2B clustered histone 9"
"ENSG00000137310",251.350826632731,-2.5951785332239,0.153882938364076,-16.8646281440499,8.19160101517406e-64,1.89228551350526e-62,"TCF19","6941","transcription factor 19"
"ENSG00000242574",12.2895100238672,2.56215145511146,0.618954245502942,4.13948441864154,3.48087240500178e-05,9.48790410669803e-05,"HLA-DMB","3109","major histocompatibility complex, class II, DM beta"
"ENSG00000237649",344.951209818618,-2.71783588359324,0.135925204388881,-19.9950840303137,6.07764332991662e-89,2.25622940544864e-87,"KIFC1","3833","kinesin family member C1"
"ENSG00000124493",6.71757539764395,3.03846019441604,0.934748953806175,3.25056281907975,0.00115176819858732,0.00262239451734589,"GRM4","2914","glutamate metabotropic receptor 4"
"ENSG00000065060",236.20897567444,-2.34338363672427,0.13798437450494,-16.9829637966752,1.09798493807507e-64,2.58087751472892e-63,"BLTP3A","54887","bridge-like lipid transfer protein family member 3A"
"ENSG00000172348",38.3626989252067,-2.26761382710148,0.333592095500183,-6.7975646236505,1.06402425941579e-11,4.91277867646301e-11,"RCAN2","10231","regulator of calcineurin 2"
"ENSG00000146072",1758.22981855472,2.05910888556673,0.0611321274507644,33.682925352551,1.02809855512287e-248,2.9710032363531e-246,"TNFRSF21","27242","TNF receptor superfamily member 21"
"ENSG00000135298",1.3727249194834,3.82409716562438,1.72245958873067,2.22013752348319,0.0264094337354911,0.0479751305797692,"ADGRB3","577","adhesion G protein-coupled receptor B3"
"ENSG00000185760",79.8175803211215,-2.41292793288011,0.239540297116955,-10.073160808104,7.26064386024047e-24,5.92838610594039e-23,"KCNQ5","56479","potassium voltage-gated channel subfamily Q member 5"
"ENSG00000112742",194.232777572403,-3.15940789674911,0.169755980233063,-18.6114674276067,2.59414396353576e-77,7.69265467496783e-76,"TTK","7272","TTK protein kinase"
"ENSG00000025039",5.53837810807071,3.9100630662966,1.21091434629485,3.22901704671398,0.00124216490298494,0.0028181998676404,"RRAGD","58528","Ras related GTP binding D"
"ENSG00000135333",12.098410886869,5.09290356106766,1.11095068565728,4.58427509593236,4.55564135571634e-06,1.36799189691417e-05,"EPHA7","2045","EPH receptor A7"
"ENSG00000057657",689.791384929011,2.83420145486102,0.101922368589604,27.8074528102176,3.52494702560966e-170,4.18957010188993e-168,"PRDM1","639","PR/SET domain 1"
"ENSG00000112297",163.54138957761,-2.59076399615198,0.171904630451244,-15.070937817971,2.51517284607099e-51,4.4607241161726e-50,"CRYBG1","202","crystallin beta-gamma domain containing 1"
"ENSG00000196376",3.75194349493765,2.64114521437281,1.13461096928512,2.3277980610719,0.0199228290917307,0.0371157445523861,"SLC35F1","222553","solute carrier family 35 member F1"
"ENSG00000146374",2.22141941977733,4.50382477469614,1.53797718438716,2.92840805469477,0.00340702583605974,0.00726667825931236,"RSPO3","84870","R-spondin 3"
"ENSG00000197594",381.182790486167,-3.06334361005445,0.123854621094799,-24.7333816290128,4.68015360252863e-135,3.55546926773541e-133,"ENPP1","5167","ectonucleotide pyrophosphatase/phosphodiesterase 1"
"ENSG00000118514",3.28032867563986,3.11904811071049,1.31750428076641,2.36739125348124,0.0179139837060214,0.0336798433294226,"ALDH8A1","64577","aldehyde dehydrogenase 8 family member A1"
"ENSG00000120279",6.23037622284854,-2.80450709567584,0.870827578789569,-3.22050789844535,0.00127963666481869,0.00289563721266664,"MYCT1","80177","MYC target 1"
"ENSG00000091844",494.500786591075,2.80821461979282,0.106412973371333,26.3897768366403,1.79527756360837e-153,1.7070194020942e-151,"RGS17","26575","regulator of G protein signaling 17"
"ENSG00000198719",11.0724117189139,2.80700801381182,0.684312460295473,4.1019390653793,4.09702180714945e-05,0.000111057398186074,"DLL1","28514","delta like canonical Notch ligand 1"
"ENSG00000005108",44.1708787387906,4.77726026992855,0.539192152234837,8.86003301444173,7.99907470887894e-19,5.2465671143506e-18,"THSD7A","221981","thrombospondin type 1 domain containing 7A"
"ENSG00000136244",275.682590826831,2.19103621706041,0.127063050577693,17.2436928524765,1.2480364363374e-66,3.04529155608288e-65,"IL6","3569","interleukin 6"
"ENSG00000197576",11.5656968001157,-2.25645573924211,0.594551303358953,-3.79522461139036,0.000147509849974426,0.00037592947759348,"HOXA4","3201","homeobox A4"
"ENSG00000106004",133.552068969642,-2.71531484466177,0.188146273317351,-14.4319353064293,3.25809050876348e-47,5.23639453851213e-46,"HOXA5","3202","homeobox A5"
"ENSG00000164619",256.743546135647,-2.00679508283035,0.135233667545278,-14.8394635689256,8.1404300478959e-50,1.39666656630838e-48,"BMPER","168667","BMP binding endothelial regulator"
"ENSG00000011426",1596.87539052221,-3.15458442694676,0.195254342657193,-16.1562830512059,1.02562171688808e-58,2.1593732662138e-57,"ANLN","54443","anillin, actin binding protein"
"ENSG00000078053",80.132513261961,-2.03443288892898,0.219700771698305,-9.26001703682079,2.0439959523064e-20,1.44481593981255e-19,"AMPH","273","amphiphysin"
"ENSG00000015520",3.7631851157348,3.31185928881622,1.26471804095333,2.61865426251037,0.00882773676368182,0.0175767609326051,"NPC1L1","29881","NPC1 like intracellular cholesterol transporter 1"
"ENSG00000146674",3178.86104164133,-2.2074889188992,0.135068842787517,-16.3434354906846,4.84446441022627e-60,1.04688733838585e-58,"IGFBP3","3486","insulin like growth factor binding protein 3"
"ENSG00000158683",9.50063825125523,-2.50425203081925,0.695214674294025,-3.60212769294931,0.0003156232504688,0.000773342554515241,"PKD1L1","168507","polycystin 1 like 1, transient receptor potential channel interacting"
"ENSG00000188372",4.49334552276318,-2.66445654725383,1.019594639938,-2.61325083801525,0.00896854516079635,0.0178186059018356,"ZP3","7784","zona pellucida glycoprotein 3"
"ENSG00000105825",8418.09761877604,2.22774893158966,0.169181103119888,13.1678354763475,1.34395687794044e-39,1.78927158690932e-38,"TFPI2","7980","tissue factor pathway inhibitor 2"
"ENSG00000127920",2352.92723869813,2.10488854245722,0.0685910534774257,30.6875085852118,8.35463562296959e-207,1.64174159748434e-204,"GNG11","2791","G protein subunit gamma 11"
"ENSG00000004799",97.2602338299486,8.11744355043552,1.03742050535677,7.82464151086344,5.09105566924024e-15,2.79865641377332e-14,"PDK4","5166","pyruvate dehydrogenase kinase 4"
"ENSG00000158560",10.2700071433032,3.14953727775849,0.744307508846766,4.23150007264928,2.32137919456639e-05,6.45762298405426e-05,"DYNC1I1","1780","dynein cytoplasmic 1 intermediate chain 1"
"ENSG00000070669",959.561594045913,-2.13885806176134,0.0878714944898018,-24.3407497980994,7.26430617985351e-131,5.17204562698942e-129,"ASNS","440","asparagine synthetase (glutamine-hydrolyzing)"
"ENSG00000189056",1627.76146781533,-3.12240029434527,0.144982250332827,-21.5364314402444,7.09679397687083e-103,3.24821582705349e-101,"RELN","5649","reelin"
"ENSG00000105989",21.5386085061283,-2.11536945968151,0.435962599358268,-4.85218104212451,1.22111073168617e-06,3.88113412402234e-06,"WNT2","7472","Wnt family member 2"
"ENSG00000184408",85.5648908725402,4.79223323236849,0.384653639040158,12.458567256316,1.2560693961017e-35,1.49894338135602e-34,"KCND2","3751","potassium voltage-gated channel subfamily D member 2"
"ENSG00000002745",348.823885685684,2.60025229682805,0.135883636480851,19.1358751073348,1.26930027022775e-81,3.98020157076947e-80,"WNT16","51384","Wnt family member 16"
"ENSG00000106484",2093.24886892985,-2.44600513949216,0.181853569898968,-13.4504103540617,3.06168486845295e-41,4.27707218874499e-40,"MEST","4232","mesoderm specific transcript"
"ENSG00000189320",37.586757734365,-2.06185063992176,0.336835683541339,-6.12123578548563,9.28523843335805e-10,3.76260225545315e-09,"FAM180A","389558","family with sequence similarity 180 member A"
"ENSG00000157680",1359.06349386339,2.5449370237062,0.0693613891171932,36.6909754273558,1.01726211413751e-294,5.35443179934235e-292,"DGKI","9162","diacylglycerol kinase iota"
"ENSG00000059377",647.559048040462,2.02879434912469,0.097526994912296,20.802387594831,4.11791646938407e-96,1.69524728842968e-94,"TBXAS1","6916","thromboxane A synthase 1"
"ENSG00000055118",33.8253112795313,-2.25618872299508,0.360734961442494,-6.25442212191775,3.98990497281746e-10,1.66251680772926e-09,"KCNH2","3757","potassium voltage-gated channel subfamily H member 2"
"ENSG00000196584",49.7213807729217,-2.10623178950526,0.287233734277073,-7.33281484086938,2.25368212746988e-13,1.13944312846144e-12,"XRCC2","7516","X-ray repair cross complementing 2"
"ENSG00000186480",2070.26356084303,2.59794153305796,0.11973164912434,21.6980351649548,2.14118355084588e-104,1.00499245771868e-102,"INSIG1","3638","insulin induced gene 1"
"ENSG00000164690",7.77495369285953,2.14673269578474,0.743116138426346,2.88882529227632,0.00386683847877432,0.00817053268819726,"SHH","6469","sonic hedgehog signaling molecule"
"ENSG00000146918",411.384817035459,-2.38462725743531,0.112514106515992,-21.194029186877,1.0841136907839e-99,4.79809837080273e-98,"NCAPG2","54892","non-SMC condensin II complex subunit G2"
"ENSG00000101825",1024.97040543336,3.28766304155909,0.0909710035947895,36.1396809053934,5.40390383203733e-286,2.21229818546017e-283,"MXRA5","25878","matrix remodeling associated 5"
"ENSG00000126010",77.7866747405693,-2.84408370923195,0.251287585449186,-11.3180430467667,1.068300676773e-29,1.05315153005221e-28,"GRPR","2925","gastrin releasing peptide receptor"
"ENSG00000102098",22.396392077351,-2.44380390614332,0.442787573163077,-5.51913390135561,3.40674538657726e-08,1.2345368455219e-07,"SCML2","10389","Scm polycomb group protein like 2"
"ENSG00000189221",5.6792187186349,-2.37228330480924,0.866252244376841,-2.73855949027387,0.00617089948695798,0.0126052275313634,"MAOA","4128","monoamine oxidase A"
"ENSG00000130052",41.4878523991622,-2.501369730837,0.325359871771635,-7.68800933322434,1.49441910998289e-14,8.05587009616963e-14,"STARD8","9754","StAR related lipid transfer domain containing 8"
"ENSG00000090889",306.183799947627,-3.2445220987967,0.148378652114667,-21.8665020375662,5.41534369948989e-106,2.59127712477539e-104,"KIF4A","24137","kinesin family member 4A"
"ENSG00000147166",4.62206502198581,-2.3329749221677,0.973242142641393,-2.3971166269434,0.0165246631152771,0.0312873182159498,"ITGB1BP2","26548","integrin subunit beta 1 binding protein 2"
"ENSG00000186871",93.40046139122,-3.01092162000333,0.244990200184995,-12.2899675894373,1.02547138258549e-34,1.19568016111907e-33,"ERCC6L","54821","ERCC excision repair 6 like, spindle assembly checkpoint helicase"
"ENSG00000179300",4.49828930855356,-3.74422113805874,1.23516704225229,-3.0313479958397,0.00243464470688591,0.00530246692627229,"RTL3","203430","retrotransposon Gag like 3"
"ENSG00000102271",27.7551434858917,-2.75820128714752,0.414910183671396,-6.64770689102195,2.97694377664708e-11,1.33640564667148e-10,"KLHL4","56062","kelch like family member 4"
"ENSG00000165194",10.291624711491,4.83508113400952,1.12095374530457,4.31336364614741,1.60789321776343e-05,4.55014021570612e-05,"PCDH19","57526","protocadherin 19"
"ENSG00000182489",25.8137008067768,2.06302628448104,0.406369736560868,5.0767222528443,3.84001564098351e-07,1.27983153588455e-06,"XKRX","402415","XK related X-linked"
